Type,Word,Prior Polarity
strongsubj,celebration,positive
strongsubj,celebratory,positive
weaksubj,celebrity,positive
strongsubj,censure,negative
strongsubj,censure,negative
strongsubj,censure,negative
weaksubj,central,neutral
weaksubj,certain,neutral
strongsubj,certainly,neutral
weaksubj,certified,neutral
strongsubj,chafe,negative
strongsubj,chaff,negative
strongsubj,chagrin,negative
strongsubj,chagrin,negative
weaksubj,challenge,negative
weaksubj,challenge,negative
weaksubj,challenging,negative
weaksubj,champion,positive
weaksubj,champion,positive
weaksubj,champ,positive
weaksubj,champion,positive
weaksubj,chant,neutral
weaksubj,chant,neutral
strongsubj,chaos,negative
strongsubj,chaotic,negative
strongsubj,charisma,negative
strongsubj,charismatic,positive
weaksubj,charitable,positive
weaksubj,charitable,positive
weaksubj,charity,positive
strongsubj,charm,positive
strongsubj,charm,positive
strongsubj,charm,positive
strongsubj,charming,positive
strongsubj,charming,positive
strongsubj,charmingly,positive
strongsubj,chaste,positive
strongsubj,chasten,negative
strongsubj,chastise,negative
strongsubj,chastisement,negative
strongsubj,chatter,negative
strongsubj,chatterbox,negative
strongsubj,cheapen,negative
strongsubj,cheap,negative
strongsubj,cheat,negative
strongsubj,cheat,negative
strongsubj,cheater,negative
strongsubj,cheer,positive
strongsubj,cheer,positive
strongsubj,cheery,positive
strongsubj,cheerful,positive
strongsubj,cheerless,negative
strongsubj,cherish,positive
strongsubj,cherished,positive
strongsubj,cherub,positive
strongsubj,chic,positive
strongsubj,chide,negative
strongsubj,childish,negative
weaksubj,chill,negative
weaksubj,chilly,negative
strongsubj,chit,negative
strongsubj,chivalry,positive
strongsubj,chivalrous,positive
weaksubj,choppy,negative
weaksubj,choke,negative
weaksubj,chore,negative
weaksubj,chronic,negative
weaksubj,chum,positive
strongsubj,civility,positive
weaksubj,civilization,positive
weaksubj,civilize,positive
weaksubj,civilize,positive
weaksubj,civil,positive
weaksubj,claim,neutral
weaksubj,clamor,negative
weaksubj,clamorous,negative
weaksubj,clandestine,neutral
weaksubj,clarity,positive
weaksubj,clash,negative
weaksubj,clash,negative
weaksubj,classic,positive
weaksubj,clean,positive
weaksubj,cleanliness,positive
weaksubj,cleanse,positive
weaksubj,clear,positive
strongsubj,clear-cut,positive
strongsubj,clearer,positive
strongsubj,clearer,positive
strongsubj,clearly,positive
strongsubj,clever,positive
strongsubj,cliche,negative
strongsubj,cliched,negative
weaksubj,clique,negative
weaksubj,clog,negative
weaksubj,close,negative
strongsubj,closeness,positive
strongsubj,closeness,positive
strongsubj,cloud,negative
strongsubj,clout,positive
strongsubj,clout,positive
strongsubj,clumsy,negative
weaksubj,co-operation,positive
weaksubj,co-operation,positive
weaksubj,coarse,negative
strongsubj,coax,positive
strongsubj,cocky,negative
weaksubj,coddle,positive
strongsubj,coerce,negative
strongsubj,coercion,negative
strongsubj,coercive,negative
strongsubj,cogent,positive
weaksubj,cohesive,positive
strongsubj,cogitate,neutral
weaksubj,cognizance,neutral
weaksubj,cognizance,neutral
strongsubj,cognizant,neutral
weaksubj,cohere,positive
strongsubj,coherence,positive
strongsubj,coherence,positive
weaksubj,coherent,positive
weaksubj,cohesion,positive
weaksubj,cohesive,positive
weaksubj,cold,negative
strongsubj,coldly,negative
weaksubj,collapse,negative
weaksubj,collapse,negative
weaksubj,collide,negative
strongsubj,collude,negative
strongsubj,collusion,negative
weaksubj,colorful,positive
weaksubj,colossal,positive
weaksubj,combative,negative
weaksubj,comeback,positive
weaksubj,comeback,positive
weaksubj,comedy,negative
weaksubj,comedy,negative
strongsubj,comely,positive
weaksubj,comfort,positive
weaksubj,comfortable,positive
weaksubj,comfortable,positive
weaksubj,comfortably,positive
strongsubj,comforting,positive
weaksubj,comical,negative
strongsubj,commend,positive
strongsubj,commendable,positive
strongsubj,commendably,positive
weaksubj,commensurate,positive
weaksubj,commonsense,positive
weaksubj,commonsensible,positive
weaksubj,commonsensibly,positive
weaksubj,commonsensical,positive
weaksubj,comment,neutral
weaksubj,comment,neutral
weaksubj,commentator,neutral
weaksubj,commentator,neutral
weaksubj,commodious,positive
strongsubj,commiserate,negative
weaksubj,commitment,positive
weaksubj,commitment,positive
weaksubj,commonplace,negative
strongsubj,commotion,negative
strongsubj,commotion,negative
weaksubj,compact,positive
strongsubj,compassion,positive
strongsubj,compassionate,positive
weaksubj,compatible,positive
weaksubj,compatible,positive
strongsubj,compel,negative
strongsubj,compelling,positive
strongsubj,compelling,positive
strongsubj,compensate,positive
weaksubj,competent,positive
weaksubj,competence,positive
weaksubj,competency,positive
weaksubj,competitive,positive
weaksubj,competitive,positive
weaksubj,competitiveness,positive
strongsubj,complacent,negative
strongsubj,complacent,negative
strongsubj,complain,negative
strongsubj,complaining,negative
strongsubj,complaining,negative
strongsubj,complaint,negative
strongsubj,complaints,negative
strongsubj,complaints,negative
strongsubj,complement,positive
weaksubj,complement,positive
weaksubj,complete,neutral
weaksubj,completely,neutral
weaksubj,complex,negative
strongsubj,compliant,positive
strongsubj,compliant,positive
weaksubj,complicate,negative
weaksubj,complicated,negative
weaksubj,complication,negative
strongsubj,complicit,negative
strongsubj,compliment,positive
strongsubj,complimentary,positive
strongsubj,comprehend,neutral
weaksubj,comprehensive,positive
weaksubj,compromise,positive
weaksubj,compromise,positive
weaksubj,compromise,positive
weaksubj,compromises,positive
weaksubj,compromises,positive
strongsubj,compulsion,negative
strongsubj,compulsive,negative
weaksubj,compulsory,negative
strongsubj,comrades,positive
strongsubj,comrades,positive
strongsubj,concede,negative
strongsubj,conceit,negative
strongsubj,conceited,negative
strongsubj,conceivable,positive
strongsubj,conceivable,positive
strongsubj,concern,negative
strongsubj,concern,negative
weaksubj,concern,negative
strongsubj,concerned,negative
weaksubj,concerning,neutral
weaksubj,concerning,neutral
strongsubj,concerns,negative
strongsubj,concerns,negative
weaksubj,concerted,neutral
weaksubj,concession,negative
weaksubj,concession,negative
weaksubj,concessions,negative
weaksubj,concessions,negative
strongsubj,conciliate,positive
strongsubj,conciliatory,positive
weaksubj,conclusive,positive
weaksubj,concrete,positive
strongsubj,concur,positive
strongsubj,condescend,negative
strongsubj,condescending,negative
strongsubj,condescendingly,negative
strongsubj,condescension,negative
strongsubj,condemn,negative
strongsubj,condemn,negative
strongsubj,condemnable,negative
strongsubj,condemnation,negative
strongsubj,condolence,negative
strongsubj,condolences,negative
strongsubj,condolences,negative
strongsubj,condone,positive
weaksubj,conducive,positive
weaksubj,conducive,positive
weaksubj,confer,positive
strongsubj,confess,negative
strongsubj,confession,negative
strongsubj,confessions,negative
strongsubj,confessions,negative
strongsubj,confide,neutral
strongsubj,confidence,positive
strongsubj,confidence,positive
strongsubj,confident,positive
weaksubj,conflict,negative
weaksubj,conflict,negative
weaksubj,confound,negative
weaksubj,confound,negative
weaksubj,confounded,negative
weaksubj,confounding,negative
weaksubj,confront,negative
strongsubj,confrontation,negative
strongsubj,confrontation,negative
weaksubj,confrontational,negative
strongsubj,confuse,negative
strongsubj,confused,negative
strongsubj,confusing,negative
strongsubj,confusing,negative
strongsubj,confusion,negative
strongsubj,confusion,negative
strongsubj,confute,positive
strongsubj,congenial,positive
weaksubj,congested,negative
weaksubj,congestion,negative
strongsubj,congratulate,positive
strongsubj,congratulations,positive
strongsubj,congratulations,positive
strongsubj,congratulatory,positive
strongsubj,conjecture,neutral
weaksubj,conquer,positive
weaksubj,conscience,neutral
weaksubj,conscience,positive
strongsubj,conscientious,positive
weaksubj,consciousness,neutral
weaksubj,consciousness,neutral
strongsubj,consensus,positive
strongsubj,consent,positive
strongsubj,consequently,neutral
strongsubj,consider,neutral
strongsubj,considerable,neutral
strongsubj,considerably,neutral
strongsubj,considerate,positive
weaksubj,consideration,neutral
weaksubj,consideration,neutral
weaksubj,consistent,positive
weaksubj,console,positive
strongsubj,conspicuous,negative
strongsubj,conspicuous,negative
strongsubj,conspicuously,negative
weaksubj,conspiracies,negative
weaksubj,conspiracies,negative
weaksubj,conspiracy,negative
weaksubj,conspiracy,negative
strongsubj,conspirator,negative
strongsubj,conspirator,negative
strongsubj,conspiratorial,negative
strongsubj,conspire,negative
strongsubj,constancy,positive
strongsubj,consternation,negative
weaksubj,constitutions,neutral
weaksubj,constitutions,neutral
weaksubj,constrain,negative
weaksubj,constraint,negative
weaksubj,constructive,positive
weaksubj,constructive,positive
weaksubj,constructive,positive
weaksubj,consume,negative
strongsubj,consummate,positive
weaksubj,contagious,negative
weaksubj,contaminate,negative
weaksubj,contamination,negative
strongsubj,contemplate,neutral
strongsubj,contempt,negative
strongsubj,contemptible,negative
strongsubj,contemptuous,negative
strongsubj,contemptuously,negative
strongsubj,contend,negative
strongsubj,content,positive
weaksubj,content,positive
strongsubj,contention,negative
strongsubj,contentment,positive
strongsubj,contentious,negative
strongsubj,contentious,negative
weaksubj,continuity,positive
weaksubj,continuous,neutral
strongsubj,contort,negative
strongsubj,contortions,negative
strongsubj,contortions,negative
strongsubj,contradict,negative
strongsubj,contradiction,negative
strongsubj,contradictory,negative
strongsubj,contrariness,negative
strongsubj,contrary,negative
strongsubj,contravene,negative
weaksubj,contribution,positive
weaksubj,contribution,positive
strongsubj,contrive,negative
strongsubj,contrived,negative
weaksubj,controversial,negative
weaksubj,controversial,negative
weaksubj,controversy,negative
weaksubj,controversy,negative
weaksubj,convenient,positive
strongsubj,convenient,positive
strongsubj,conveniently,positive
weaksubj,conviction,positive
weaksubj,conviction,positive
weaksubj,convince,positive
strongsubj,convincing,positive
strongsubj,convincing,positive
strongsubj,convincingly,positive
strongsubj,convoluted,negative
weaksubj,cooperate,positive
weaksubj,cooperation,positive
weaksubj,cooperation,positive
weaksubj,cooperative,positive
weaksubj,cooperatively,positive
weaksubj,coping,negative
weaksubj,coping,negative
weaksubj,cordial,positive
strongsubj,cornerstone,positive
strongsubj,cornerstone,positive
weaksubj,correct,positive
weaksubj,correct,positive
weaksubj,corrective,neutral
strongsubj,correctly,positive
weaksubj,corrode,negative
weaksubj,corrosion,negative
weaksubj,corrosive,negative
strongsubj,corrupt,negative
strongsubj,corrupt,negative
strongsubj,corruption,negative
weaksubj,cost-effective,positive
weaksubj,cost-saving,positive
weaksubj,costly,negative
weaksubj,could,neutral
strongsubj,counterproductive,negative
strongsubj,coupists,negative
strongsubj,coupists,negative
strongsubj,courage,positive
strongsubj,courage,positive
strongsubj,courageous,positive
strongsubj,courageously,positive
strongsubj,courageousness,positive
strongsubj,court,positive
strongsubj,courteous,positive
strongsubj,courtesy,positive
strongsubj,courtly,positive
weaksubj,covenant,positive
weaksubj,covert,neutral
strongsubj,covet,both
strongsubj,coveting,both
strongsubj,covetingly,both
strongsubj,covetous,negative
strongsubj,covetous,negative
strongsubj,covetously,both
weaksubj,cow,negative
strongsubj,coward,negative
strongsubj,cowardly,negative
strongsubj,cozy,positive
weaksubj,crackdown,negative
weaksubj,crackdown,negative
strongsubj,crafty,negative
weaksubj,cramped,negative
strongsubj,cranky,negative
strongsubj,crass,negative
strongsubj,crave,positive
strongsubj,craven,negative
strongsubj,cravenly,negative
strongsubj,craving,positive
strongsubj,craze,negative
strongsubj,crazily,negative
strongsubj,craziness,negative
strongsubj,crazy,negative
strongsubj,creative,positive
strongsubj,credence,positive
strongsubj,credence,positive
strongsubj,credible,positive
strongsubj,credulous,negative
weaksubj,crime,negative
weaksubj,criminal,negative
strongsubj,cringe,negative
strongsubj,cripple,negative
strongsubj,crippling,negative
weaksubj,crisis,negative
weaksubj,crisis,negative
weaksubj,crisp,positive
strongsubj,critic,negative
strongsubj,critical,negative
strongsubj,criticism,negative
strongsubj,criticism,negative
strongsubj,criticisms,negative
strongsubj,criticisms,negative
strongsubj,criticize,negative
strongsubj,critics,negative
strongsubj,critics,negative
strongsubj,crook,negative
strongsubj,crooked,negative
strongsubj,cross,negative
weaksubj,crowded,negative
weaksubj,crude,negative
strongsubj,cruel,negative
strongsubj,cruelties,negative
strongsubj,cruelty,negative
weaksubj,crumble,negative
weaksubj,crumple,negative
strongsubj,crusade,positive
strongsubj,crusade,positive
strongsubj,crusader,positive
weaksubj,crush,negative
weaksubj,crushing,negative
strongsubj,cry,negative
strongsubj,culpable,negative
strongsubj,cuplrit,negative
strongsubj,cumbersome,negative
strongsubj,cure-all,positive
strongsubj,cure-all,positive
strongsubj,curious,positive
strongsubj,curiously,positive
